realSum,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,lng,lat,person_capacity,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,room_shared_0,room_shared_1,room_private_0,room_private_1,multi_0,multi_1,biz_0,biz_1
196.6114404893024,10.0,97.0,1,10.723483252396443,0.4545625659060568,4.99394,52.299240000000005,2.0,0,1,0,1,0,0,1,0,1,1,0
700.442903006585,9.0,97.0,2,4.934493704887129,1.0142340425633636,4.82065,52.37422,4.0,1,0,0,1,0,1,0,1,0,1,0
307.22002202798024,10.0,99.0,1,3.816301136112157,2.642407201417929,4.94913,52.37407,2.0,0,1,0,1,0,0,1,1,0,1,0
528.2028448902116,10.0,93.0,1,4.295560862635061,0.1831750782063814,4.92111,52.338640000000005,4.0,0,1,0,1,0,0,1,0,1,1,0
675.6028402034074,10.0,94.0,1,3.3720972916742413,2.1386838643617683,4.9399,52.36333,2.0,1,0,0,1,0,1,0,1,0,1,0
675.6028402034074,10.0,98.0,1,1.960856865325015,0.500426586761092,4.897,52.35577,4.0,1,0,0,1,0,1,0,1,0,1,0
515.7828134886229,9.0,97.0,1,3.1412948011878608,2.2704517555461674,4.93871,52.369,3.0,1,0,0,1,0,1,0,1,0,1,0
442.66866636983576,10.0,100.0,1,1.680914916130399,0.204161187927555,4.91029,52.362390000000005,2.0,1,0,0,1,0,1,0,1,0,1,0
596.1615072762637,10.0,98.0,3,1.9343923826676208,0.2811494140770151,4.892469999999999,52.35585,4.0,1,0,0,1,0,1,0,1,0,1,0
920.4883650083192,10.0,99.0,3,1.2475451828191395,0.939539308934614,4.89025,52.38431,4.0,1,0,0,1,0,1,0,1,0,1,0
718.9557800014061,10.0,100.0,1,2.8703632527640237,0.6699301441556185,4.89006,52.3475,2.0,1,0,0,1,0,1,0,1,0,1,0
276.52145384669467,10.0,96.0,1,7.723053179546973,3.2463361960463843,4.78696,52.34881,2.0,0,1,0,1,0,0,1,0,1,1,0
988.2126871792468,9.0,98.0,3,2.064980564395761,0.1256081740720538,4.89051,52.35474,4.0,1,0,0,1,0,1,0,1,0,1,0
270.4286082534624,10.0,98.0,1,2.4735025666746417,0.3348317397744452,4.893,52.351000000000006,2.0,0,1,0,1,0,0,1,0,1,1,0
798.6314531436741,8.0,87.0,2,0.218366101609283,0.2591512188348284,4.89001,52.37271,4.0,1,0,0,1,0,1,0,0,1,1,0
3637.6631593747807,10.0,97.0,3,0.7242106613067878,0.1863698123406392,4.90355,52.37202,4.0,1,0,0,1,0,1,0,1,0,1,0
479.4600801443536,9.0,92.0,1,2.010016972105639,1.4750921740191227,4.92243,52.371190000000006,3.0,1,0,0,1,0,1,0,1,0,1,0
934.0800974855296,10.0,99.0,1,1.1547535644310036,1.2846700786178615,4.879,52.379,2.0,1,0,0,1,0,1,0,0,1,1,0
639.0457666440138,10.0,94.0,2,1.8376328981523096,1.584238759465108,4.88431,52.38885,4.0,1,0,0,1,0,1,0,0,1,1,0
1474.9373139924544,10.0,99.0,2,1.088797787354492,1.212522232900192,4.87948,52.37836,5.0,0,1,0,1,0,0,1,0,1,1,0
1020.082956436154,9.0,96.0,2,1.388807900683971,0.1269511243741907,4.89297,52.36075,4.0,1,0,0,1,0,1,0,1,0,1,0
1192.088674337403,10.0,98.0,2,0.7110008852626659,0.8957467668007161,4.88651,52.37819,4.0,1,0,0,1,0,1,0,1,0,1,0
798.6314531436741,10.0,99.0,1,3.418305160366661,1.1743112776586542,4.8510800000000005,52.35643,2.0,1,0,0,1,0,1,0,1,0,1,0
854.4044243432617,10.0,98.0,3,3.3858261601570585,0.8591961020934598,4.8698,52.34635,4.0,1,0,0,1,0,1,0,1,0,1,0
614.4400440559605,8.0,78.0,1,3.6811019022708114,0.6261363394588191,4.83983,52.36761,2.0,0,1,0,1,0,0,1,0,1,1,0
283.7860005155485,9.0,92.0,1,1.1876186249041147,0.7745627020997912,4.882,52.365,2.0,0,1,0,1,0,0,1,1,0,1,0
870.105218756591,10.0,98.0,3,3.7690531200659865,1.5272057403729855,4.93745,52.35297,4.0,1,0,0,1,0,1,0,1,0,1,0
180.20762543060016,9.0,90.0,1,2.196436786257042,1.887286633437381,4.862,52.368,2.0,0,1,0,1,0,0,1,0,1,1,0
242.07344222342,10.0,97.0,1,8.283327632149607,0.5951119453181583,4.98141,52.32206,2.0,0,1,0,1,0,0,1,1,0,1,0
418.0629437817825,9.0,91.0,1,3.752141559788319,2.479915042294863,4.94807,52.3756,4.0,0,1,0,1,0,0,1,0,1,1,0
281.4425983643053,10.0,92.0,1,2.4074427244730043,1.3443515378999538,4.92623,52.36568,2.0,0,1,0,1,0,0,1,1,0,1,0
215.12431748412348,10.0,93.0,1,8.56840750623002,0.8093578607499121,4.987,52.322,2.0,0,1,0,1,0,0,1,1,0,0,1
448.5271717479437,10.0,97.0,1,1.1011644838435135,0.3515608640822453,4.88887,52.36368,2.0,0,1,0,1,0,0,1,0,1,1,0
614.4400440559605,10.0,98.0,1,2.378975833053337,0.3727314901110468,4.89525,52.35189,2.0,1,0,0,1,0,1,0,1,0,1,0
279.09919621306216,9.0,86.0,1,8.568404780360307,0.8093416220982698,4.987,52.322,2.0,0,1,0,1,0,0,1,1,0,0,1
663.6514892320672,8.0,80.0,1,3.603560472926401,0.5668273884573035,4.9117,52.34291,2.0,1,0,0,1,0,1,0,1,0,1,0
279.09919621306216,9.0,96.0,1,3.018615585902174,0.5247043217551033,4.89016,52.34616,2.0,0,1,0,1,0,0,1,0,1,1,0
